"hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests"
"City Hotel,1,104,2017,May,20,15,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0,0"
"City Hotel,0,129,2016,August,32,3,2,5,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,151.84,1,2"
"Resort Hotel,0,10,2017,May,19,10,1,4,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,94.0,1,0"
"City Hotel,0,16,2017,May,22,29,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.67,0,2"
"City Hotel,1,26,2017,June,26,28,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,280.0,0,Transient-Party,100.0,0,0"
"Resort Hotel,1,94,2015,September,37,10,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,120.43,0,0"
"Resort Hotel,0,55,2016,August,33,8,1,4,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,286.0,1,0"
"City Hotel,1,151,2016,December,53,30,0,2,2,1.0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,143.38,0,1"
"City Hotel,0,16,2016,June,27,27,1,0,2,1.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,134.8,0,1"
"City Hotel,1,134,2015,December,49,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,91,Transient,65.0,0,0"
"City Hotel,1,96,2017,April,17,26,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,130.0,0,0"
"Resort Hotel,0,1,2016,March,11,7,1,0,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient-Party,40.0,0,0"
"City Hotel,0,133,2017,April,16,19,0,4,2,0.0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,390.0,,0,Transient-Party,124.0,0,0"
"Resort Hotel,0,2,2017,May,20,20,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240.0,,0,Transient-Party,150.0,1,1"
"Resort Hotel,0,159,2016,October,41,2,2,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,77.0,1,1"
"City Hotel,1,286,2015,July,31,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0"
"Resort Hotel,0,47,2016,August,35,22,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,169.08,0,1"
"City Hotel,1,22,2015,November,48,24,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,1,No Deposit,9.0,,0,Contract,113.67,0,1"
"City Hotel,0,65,2017,April,17,23,2,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,89.1,0,0"
"Resort Hotel,1,20,2017,June,24,11,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,8.0,,0,Group,66.0,0,0"
"City Hotel,0,247,2016,June,24,6,1,1,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1"
"Resort Hotel,0,251,2016,September,38,13,0,5,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,77.4,0,3"
"City Hotel,0,80,2015,October,41,9,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,12.0,,50,Transient-Party,108.0,0,0"
"Resort Hotel,0,0,2016,October,44,23,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,96.0,,0,Transient,48.0,0,0"
"City Hotel,1,177,2016,June,23,3,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,119.0,,0,Transient-Party,100.0,0,0"
"City Hotel,1,26,2016,September,40,28,1,4,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,169.52,0,2"
"City Hotel,1,163,2017,April,15,13,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,137.25,0,2"
"City Hotel,0,5,2015,October,41,6,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,151.33,0,0"
"Resort Hotel,0,364,2016,October,42,12,2,4,2,0.0,0,BB,BEL,Groups,TA/TO,0,0,0,A,C,3,No Deposit,,223.0,0,Transient-Party,66.0,0,2"
"City Hotel,1,105,2016,April,15,6,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,,0,Transient,75.0,0,0"
"City Hotel,0,153,2016,June,24,7,2,6,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,111.78,0,0"
"City Hotel,0,17,2016,May,20,8,2,1,1,0.0,0,BB,GRC,Direct,Direct,1,0,1,A,A,0,No Deposit,,,0,Transient,101.0,0,0"
"City Hotel,1,341,2015,September,39,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0"
"City Hotel,0,40,2015,August,33,15,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0"
"Resort Hotel,0,205,2016,August,35,26,2,4,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,57.8,0,1"
"City Hotel,0,14,2016,June,25,12,2,1,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,159.33,1,2"
"City Hotel,0,70,2016,October,45,30,2,3,1,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,87.48,0,2"
"City Hotel,0,157,2016,December,50,8,0,3,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,83.0,,0,Transient-Party,68.0,0,1"
"City Hotel,1,210,2017,June,25,19,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,154.0,,0,Transient,130.0,0,0"
"City Hotel,1,48,2017,February,6,9,1,3,3,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,147.9,0,1"
"City Hotel,0,53,2017,May,19,7,1,0,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,143.1,0,2"
"City Hotel,1,37,2016,October,42,13,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,0,Transient-Party,95.0,0,0"
"Resort Hotel,0,172,2016,April,17,18,3,5,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115.0,,0,Transient,35.05,0,0"
"City Hotel,0,7,2016,May,21,16,1,3,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,,218.0,0,Transient-Party,130.0,0,0"
"Resort Hotel,1,18,2016,October,44,29,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,0.0,0,0"
"City Hotel,1,116,2016,May,19,7,0,1,1,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.9,0,0"
"City Hotel,1,12,2016,September,37,4,2,0,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,154.0,0,0"
"City Hotel,0,8,2017,January,1,1,2,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,112.2,0,1"
"City Hotel,0,2,2016,January,3,13,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,40.0,0,Transient,66.0,0,0"
"City Hotel,0,25,2017,April,18,30,2,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,141.0,0,2"
"City Hotel,0,26,2017,July,27,3,1,2,3,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,,,0,Transient,177.3,0,1"
"Resort Hotel,1,176,2017,June,25,24,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,131.67,0,1"
"City Hotel,0,1,2017,May,19,11,0,1,2,0.0,0,SC,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,150.0,0,0"
"Resort Hotel,0,11,2017,August,31,2,1,4,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,251.6,1,2"
"Resort Hotel,0,3,2016,December,52,18,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,69.0,1,1"
"City Hotel,1,320,2017,June,24,15,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient,90.0,0,0"
"City Hotel,0,25,2017,June,26,27,0,1,2,0.0,0,BB,IND,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,280.0,0,Transient-Party,100.0,0,0"
"City Hotel,0,30,2017,May,20,17,0,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,185.0,0,3"
"Resort Hotel,0,17,2015,December,49,3,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,82.29,0,1"
"City Hotel,0,1,2017,May,19,9,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10.0,,0,Transient,95.0,0,0"
"City Hotel,0,59,2017,April,15,12,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0"
"City Hotel,1,180,2017,July,28,14,2,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,117.9,0,0"
"Resort Hotel,0,63,2015,July,30,20,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,115.0,0,1"
"Resort Hotel,0,5,2016,April,18,27,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,56.0,1,0"
"City Hotel,0,101,2016,July,29,11,1,2,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,84.58,0,0"
"Resort Hotel,1,227,2017,August,33,13,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,164.44,0,1"
"City Hotel,1,12,2015,July,29,18,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0"
"Resort Hotel,0,51,2015,September,39,25,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,90.49,0,1"
"Resort Hotel,0,12,2016,March,12,14,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,62.0,0,Transient,30.0,0,0"
"Resort Hotel,0,218,2017,August,33,14,1,2,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,191.41,1,4"
"City Hotel,0,57,2017,August,31,1,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,8,A,A,0,No Deposit,,221.0,0,Transient,80.0,0,0"
"City Hotel,0,134,2017,February,8,25,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,75.0,0,0"
"City Hotel,0,22,2016,September,38,15,0,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient,149.0,0,2"
"City Hotel,0,23,2015,September,36,4,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,105.0,0,0"
"Resort Hotel,0,89,2015,September,37,6,4,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,99.18,0,0"
"City Hotel,1,150,2017,June,24,17,2,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,120.0,0,0"
"Resort Hotel,0,151,2016,August,32,1,1,3,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,96.0,,0,Transient,115.2,0,1"
"City Hotel,0,0,2016,May,19,2,1,3,1,0.0,0,BB,SVN,Aviation,Corporate,0,0,0,A,A,0,No Deposit,,153.0,0,Transient-Party,95.0,0,0"
"Resort Hotel,0,2,2016,February,7,11,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,250.0,,0,Transient,55.0,1,0"
"Resort Hotel,0,13,2017,June,24,14,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,154.0,0,1"
"City Hotel,1,123,2016,July,27,2,2,2,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.33,0,0"
"City Hotel,1,58,2017,April,15,15,2,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,114.0,0,0"
"City Hotel,0,15,2016,May,21,18,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,1,A,F,0,No Deposit,86.0,,0,Transient,112.8,0,0"
"Resort Hotel,1,219,2016,June,27,27,3,6,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,177.0,,0,Transient-Party,67.0,0,0"
"Resort Hotel,0,61,2017,February,8,25,2,4,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,64.0,0,2"
"City Hotel,0,46,2017,June,26,27,0,2,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,108.0,0,0"
"City Hotel,0,36,2016,December,49,3,1,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,0.0,0,0"
"City Hotel,0,173,2016,July,29,12,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,72.25,0,0"
"Resort Hotel,0,321,2017,June,23,5,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient-Party,80.46,0,1"
"City Hotel,0,206,2017,May,19,7,2,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,1"
"City Hotel,0,1,2017,February,8,24,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,83.0,0,1"
"City Hotel,0,99,2016,February,8,19,0,1,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,67.0,0,Transient,81.0,0,0"
"City Hotel,0,76,2016,June,25,13,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,116.28,0,0"
"City Hotel,0,37,2016,February,7,11,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.3,1,0"
"City Hotel,0,1,2015,August,32,5,0,2,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,3,No Deposit,14.0,,0,Transient-Party,75.0,0,1"
"City Hotel,0,34,2017,July,28,9,2,2,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,132.0,,0,Transient,131.0,0,0"
"City Hotel,1,63,2015,September,36,4,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,116.0,0,0"
"City Hotel,1,321,2015,September,36,3,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.8,0,0"
"City Hotel,0,69,2016,August,34,16,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0,2"
"Resort Hotel,0,0,2016,February,6,4,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,127.0,,0,Transient,30.5,1,0"
"City Hotel,0,51,2016,September,38,15,0,2,1,0.0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,185.95,0,0"
"City Hotel,1,144,2016,June,27,29,1,4,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.75,0,0"
"Resort Hotel,0,199,2017,August,33,15,2,6,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,112.45,0,0"
"Resort Hotel,0,0,2016,May,22,23,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,92.0,0,Transient,42.0,0,0"
"City Hotel,1,2,2015,September,37,11,0,2,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,30.0,,0,Transient,98.0,0,0"
"City Hotel,0,156,2017,July,30,28,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,90.0,0,1"
"City Hotel,0,15,2017,August,33,17,1,3,3,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,7.0,,0,Transient,236.0,0,1"
"City Hotel,0,39,2015,August,33,14,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6.0,,0,Transient-Party,0.0,0,0"
"Resort Hotel,0,101,2015,August,33,10,2,5,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,184.0,0,0"
"Resort Hotel,0,320,2017,June,22,3,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,74.25,0,2"
"Resort Hotel,1,188,2016,December,52,20,0,4,3,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,97.0,0,0"
"City Hotel,1,25,2017,June,23,4,2,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,195.0,0,1"
"City Hotel,1,147,2015,July,30,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient,75.0,0,0"
"City Hotel,0,7,2016,May,21,16,1,0,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,0"
"City Hotel,1,45,2016,November,47,19,1,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,86.4,0,0"
"Resort Hotel,0,1,2017,February,9,28,0,1,3,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,153.0,1,0"
"City Hotel,1,517,2016,December,50,8,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0"
"City Hotel,1,493,2017,August,31,1,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0"
"City Hotel,0,20,2017,February,6,5,0,0,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0.0,0,2"
"City Hotel,1,24,2016,October,41,2,2,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,3"
"City Hotel,0,423,2017,June,24,14,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1"
"City Hotel,0,105,2017,May,18,5,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,85.0,0,0"
"Resort Hotel,1,85,2016,March,12,14,3,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,59.4,0,0"
"City Hotel,1,115,2016,September,38,17,2,2,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,106.92,0,0"
"City Hotel,0,3,2015,September,39,24,2,4,0,0.0,0,SC,ITA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,0.0,0,0"
"City Hotel,0,51,2016,July,29,15,0,1,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,0,0"
"Resort Hotel,0,121,2017,March,13,28,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,55.49,0,1"
"Resort Hotel,0,161,2016,July,29,13,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,314.0,,0,Transient,137.75,0,1"
"City Hotel,0,1,2016,June,25,12,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,92.11,0,0"
"Resort Hotel,0,39,2016,October,44,29,0,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,I,0,No Deposit,6.0,,0,Transient,0.0,0,0"
"City Hotel,0,172,2017,July,28,15,1,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.1,0,0"
"City Hotel,0,189,2016,May,21,19,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,65.0,0,0"
"City Hotel,1,174,2017,May,21,24,0,3,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,198.0,0,0"
"City Hotel,1,45,2017,June,23,10,2,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,120.0,0,0"
"Resort Hotel,0,0,2017,May,19,11,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,75.4,1,0"
"Resort Hotel,0,39,2016,October,44,23,1,0,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,1,0,4,A,D,0,No Deposit,327.0,,0,Transient,39.0,1,0"
"City Hotel,0,152,2017,July,30,24,1,2,1,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,75.6,0,0"
"City Hotel,0,396,2017,June,26,25,2,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,122.4,0,1"
"Resort Hotel,0,1,2016,July,31,28,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,179.0,0,0"
"City Hotel,0,83,2017,April,15,9,2,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,162.0,0,1"
"City Hotel,0,31,2015,October,43,20,0,3,2,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,E,0,No Deposit,14.0,,0,Transient,114.0,0,0"
"Resort Hotel,1,211,2015,August,35,27,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,0"
"City Hotel,0,98,2017,June,24,17,2,2,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,83.0,,0,Transient,151.2,0,0"
"Resort Hotel,0,80,2016,April,15,7,0,3,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,67.0,,0,Transient-Party,68.0,0,0"
"Resort Hotel,0,216,2016,October,44,23,2,4,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,314.0,,0,Transient,41.76,0,0"
"Resort Hotel,0,0,2016,October,42,10,1,2,2,0.0,1,BB,GBR,Direct,Corporate,1,0,0,E,E,1,No Deposit,,,0,Transient,80.0,0,1"
"Resort Hotel,1,93,2015,December,51,19,0,1,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,80.0,0,0"
"City Hotel,0,180,2016,October,40,1,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.9,0,1"
"City Hotel,0,0,2016,January,5,30,0,1,2,1.0,1,BB,PRT,Complementary,Direct,0,0,0,D,D,0,No Deposit,,45.0,0,Transient,42.0,0,0"
"City Hotel,1,37,2016,October,42,13,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,0,Transient-Party,105.0,0,0"
"City Hotel,0,70,2016,October,43,18,0,2,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,2"
"Resort Hotel,0,110,2016,May,20,8,4,7,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Contract,72.75,0,0"
"City Hotel,0,25,2016,October,43,21,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,139.0,0,1"
"Resort Hotel,0,0,2017,July,30,25,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,G,0,No Deposit,,,0,Transient,170.0,0,0"
